location,weekday,hour,Present,unoccupied_rate
"-37.81098643400793, 144.95740998831684",Sunday,12,0.0,1.0
"-37.810992328282985, 144.9879341185603",Saturday,12,1.0,0.0
"-37.810994368387725, 144.9833283681649",Sunday,10,0.0,1.0
"-37.81099970879475, 144.9880016185889",Sunday,12,0.0,1.0
"-37.81100061834565, 144.98356848407514",Sunday,10,0.0,1.0
"-37.81100111533648, 144.97052846689505",Sunday,13,1.0,0.0
"-37.81100711352086, 144.9880691171183",Sunday,7,0.0,1.0
"-37.81101005388723, 144.95742068824296",Sunday,8,1.0,0.0
"-37.811011130298965, 144.97546868494481",Sunday,10,0.0,1.0
"-37.811014528547986, 144.98813661100445",Sunday,5,0.0,1.0
"-37.81102194442785, 144.9882041054858",Sunday,7,0.0,1.0
"-37.81102613754571, 144.97557593985408",Sunday,10,0.0,1.0
"-37.811029360279086, 144.98827159941473",Sunday,8,0.0,1.0
"-37.811033752438306, 144.95743158657334",Sunday,8,1.0,0.0
"-37.81103381200096, 144.98621757201624",Sunday,8,0.0,1.0
"-37.811036273881754, 144.9883345943984",Sunday,3,0.0,1.0
"-37.811044593293914, 144.98332011166713",Sunday,10,0.0,1.0
"-37.81105275683377, 144.96613649934432",Sunday,11,1.0,0.0
"-37.811058034453524, 144.95744272907837",Sunday,6,1.0,0.0
"-37.81106362261997, 144.97823393449596",Sunday,10,0.0,1.0
"-37.811067886719044, 144.97545979163297",Sunday,11,0.0,1.0
"-37.811068808708015, 144.96671798042107",Sunday,13,1.0,0.0
"-37.811070029710464, 144.96607795345318",Sunday,13,0.0,1.0
"-37.811082778084455, 144.9674352005439",Sunday,13,1.0,0.0
"-37.81108738987946, 144.98620851030546",Sunday,10,1.0,0.0
"-37.81108767937468, 144.96665412897846",Sunday,13,0.0,1.0
"-37.81109548151066, 144.98331175558616",Sunday,12,1.0,0.0
"-37.81110658088606, 144.9665902806151",Sunday,13,1.0,0.0
"-37.81111058901165, 144.9574669364946",Sunday,11,1.0,0.0
"-37.81112450884895, 144.96652963017024",Sunday,13,1.0,0.0
"-37.81112466079, 144.97545089882377",Sunday,11,0.0,1.0
"-37.811130996115935, 144.96745747467256",Sunday,12,1.0,0.0
"-37.811133103344815, 144.95747725078772",Sunday,13,0.0,1.0
"-37.811138752277614, 144.9755564875249",Sunday,11,0.0,1.0
"-37.811140968206836, 144.98619944973967",Sunday,9,0.0,1.0
"-37.81114814491778, 144.98330307810838",Sunday,11,0.0,1.0
"-37.81115537146814, 144.95748749120327",Sunday,12,0.0,1.0
"-37.81116388827178, 144.96734695313552",Monday,22,1.0,0.0
"-37.81116977716893, 144.9663764898553",Sunday,13,1.0,0.0
"-37.81117525856173, 144.967227152054",Tuesday,5,0.0,1.0
"-37.811181435750356, 144.97544200661562",Sunday,11,0.0,1.0
"-37.81118718768919, 144.9673575748426",Wednesday,5,1.0,0.0
"-37.81118857409355, 144.966312811513",Sunday,12,1.0,0.0
"-37.81119286547732, 144.97554714101943",Sunday,11,0.0,1.0
"-37.81119449777922, 144.95750539048586",Sunday,11,1.0,0.0
"-37.811194546532676, 144.986190389159",Sunday,7,0.0,1.0
"-37.811199260871504, 144.9832946684702",Sunday,11,0.0,1.0
"-37.81120264052758, 144.9656285162551",Sunday,13,1.0,0.0
"-37.81120725098617, 144.96624966851925",Sunday,12,1.0,0.0
"-37.81121091131325, 144.96736838885369",Tuesday,5,1.0,0.0
"-37.811217428616224, 144.95751584091101",Sunday,7,1.0,0.0
"-37.811225053881486, 144.9655525737132",Sunday,10,1.0,0.0
"-37.81122516603701, 144.95738072916322",Sunday,8,1.0,0.0
"-37.81122572685261, 144.95801049557127",Sunday,13,0.0,1.0
"-37.81122603637375, 144.96725057400243",Tuesday,5,0.0,1.0
"-37.8112264628938, 144.96618476990096",Sunday,12,1.0,0.0
"-37.811233168790565, 144.97796811241463",Sunday,10,0.0,1.0
"-37.811234210738704, 144.96737901057347",Tuesday,5,1.0,0.0
"-37.8112366283664, 144.9506677702405",Friday,5,0.0,1.0
"-37.81123821072863, 144.97543311381168",Sunday,11,0.0,1.0
"-37.811243020105024, 144.9886119024162",Tuesday,3,1.0,0.0
"-37.81124426926189, 144.9579464896738",Sunday,11,1.0,0.0
"-37.81124640922536, 144.96751072963488",Sunday,12,1.0,0.0
"-37.811247878086405, 144.97553764335856",Sunday,12,0.0,1.0
"-37.81124812440662, 144.98618132797134",Saturday,18,1.0,0.0
"-37.811251798500095, 144.98328601597146",Sunday,13,0.0,1.0
"-37.81125536280861, 144.9654497840845",Sunday,13,1.0,0.0
"-37.811257510163344, 144.96738963174488",Wednesday,23,0.0,1.0
"-37.81126203604447, 144.95788515167453",Sunday,12,1.0,0.0
"-37.81127736615012, 144.96537534506908",Sunday,12,1.0,0.0
"-37.81127806929965, 144.9672745517347",Tuesday,5,1.0,0.0
"-37.81128748896069, 144.9779589640181",Sunday,9,0.0,1.0
"-37.811294985254946, 144.97542422097956",Sunday,13,0.0,1.0
"-37.81129719964723, 144.96753414089503",Sunday,13,0.0,1.0
"-37.8113017031604, 144.98617226736098",Sunday,7,0.0,1.0
"-37.81130231619332, 144.98860190773735",Sunday,5,0.0,1.0
"-37.81130687084874, 144.96741221654668",Saturday,22,1.0,0.0
"-37.811307735286704, 144.98327682946746",Sunday,11,0.0,1.0
"-37.81132229771207, 144.9694127013202",Wednesday,4,1.0,0.0
"-37.8113301702805, 144.96742283715793",Tuesday,5,1.0,0.0
"-37.81133180085283, 144.96729931159854",Wednesday,23,0.0,1.0
"-37.81134185181767, 144.97794981577806",Sunday,9,0.0,1.0
"-37.81134237989393, 144.9693445760545",Wednesday,1,0.0,1.0
"-37.81134635817739, 144.97014285911234",Sunday,1,1.0,0.0
"-37.811353469691866, 144.96743345892386",Tuesday,5,1.0,0.0
"-37.81135528103131, 144.98616320615582",Sunday,8,0.0,1.0
"-37.81135986551536, 144.9885920882794",Sunday,7,0.0,1.0
"-37.81136563262732, 144.95801042290748",Sunday,12,0.0,1.0
"-37.81136809743835, 144.9832669087227",Sunday,10,0.0,1.0
"-37.811378039874185, 144.96744465923365",Wednesday,22,1.0,0.0
"-37.811385111806615, 144.96732387800176",Tuesday,4,1.0,0.0
"-37.8113866179018, 144.95793871548597",Sunday,13,0.0,1.0
"-37.81139630318311, 144.9779406498383",Sunday,6,0.0,1.0
"-37.81139885127908, 144.97016693209457",Saturday,4,0.0,1.0
"-37.81140176302106, 144.96745547385362",Wednesday,22,1.0,0.0
"-37.811405973019575, 144.9578711976557",Sunday,8,1.0,0.0
"-37.811408858900684, 144.98615414550352",Sunday,8,1.0,0.0
"-37.81141555471598, 144.95919110655336",Friday,9,0.0,1.0
"-37.8114174837515, 144.98858217388982",Sunday,7,0.0,1.0
"-37.81142497919899, 144.9578072554658",Sunday,12,0.0,1.0
"-37.81142548616736, 144.96746628848203",Wednesday,23,0.0,1.0
"-37.811433965722195, 144.96126295380472",Thursday,18,0.0,1.0
"-37.8114367667407, 144.95310074057073",Tuesday,6,1.0,0.0
"-37.81144299856905, 144.9577432620594",Sunday,11,0.0,1.0
"-37.8114507118585, 144.97793149800404",Sunday,9,0.0,1.0
"-37.811451345267386, 144.97019100455472",Sunday,11,1.0,0.0
"-37.81145338951559, 144.9530420100263",Tuesday,6,1.0,0.0
"-37.81146223273343, 144.95921219090556",Sunday,13,0.0,1.0
"-37.811462437669306, 144.9861450848486",Sunday,0,1.0,0.0
"-37.811474617980764, 144.96748890010622",Tuesday,4,1.0,0.0
"-37.81147508015315, 144.98857224189527",Sunday,8,0.0,1.0
"-37.8115050917861, 144.97792234492047",Sunday,12,0.0,1.0
"-37.81150857871971, 144.9528463751898",Tuesday,11,0.0,1.0
"-37.81151601553566, 144.9861360235867",Sunday,9,1.0,0.0
"-37.81151861477163, 144.97538922821744",Sunday,10,1.0,0.0
"-37.8115326736643, 144.9885622630107",Sunday,6,0.0,1.0
"-37.811543389844104, 144.95272374340297",Wednesday,7,1.0,0.0
"-37.811560711178714, 144.95266258350728",Thursday,21,0.0,1.0
"-37.81156591098831, 144.96438764053093",Sunday,13,0.0,1.0
"-37.81157057130334, 144.9675323437682",Tuesday,4,1.0,0.0
"-37.8115739413106, 144.96766175460698",Sunday,13,1.0,0.0
"-37.811577175429534, 144.95926404526102",Sunday,11,1.0,0.0
"-37.81157750013233, 144.97538009133925",Sunday,9,0.0,1.0
"-37.811578918396734, 144.95259812888014",Thursday,22,1.0,0.0
"-37.811582207875794, 144.95914220671528",Sunday,13,0.0,1.0
"-37.81159024126923, 144.9885524432267",Sunday,8,0.0,1.0
"-37.81159624830087, 144.95253676839363",Sunday,0,0.0,1.0
"-37.81160507701822, 144.9591526582688",Sunday,12,0.0,1.0
"-37.81160724067987, 144.96742623305317",Tuesday,22,1.0,0.0
"-37.81161963978917, 144.96755496911868",Tuesday,4,1.0,0.0
"-37.811621249789724, 144.96068101888056",Friday,4,0.0,1.0
"-37.81162317214513, 144.98611790220258",Wednesday,11,1.0,0.0
"-37.81162336604581, 144.97044206146683",Thursday,5,0.0,1.0
"-37.811623820356985, 144.9592852054477",Sunday,13,0.0,1.0
"-37.81162774178004, 144.95916301285726",Sunday,12,1.0,0.0
"-37.81163155142592, 144.96768730663672",Sunday,13,1.0,0.0
"-37.81163340931694, 144.95240557608759",Sunday,1,1.0,0.0
"-37.81164001991529, 144.96061716652716",Friday,4,0.0,1.0
"-37.81164582094358, 144.96756685628353",Tuesday,5,0.0,1.0
"-37.81164874469097, 144.98854250198843",Sunday,5,0.0,1.0
"-37.81164917591809, 144.97176236117136",Sunday,13,0.0,1.0
"-37.81165263217245, 144.95233721844727",Thursday,23,0.0,1.0
"-37.811669772161466, 144.97169211502285",Sunday,0,1.0,0.0
"-37.81167125338419, 144.97224789018458",Sunday,13,0.0,1.0
"-37.81167472562713, 144.959308159317",Sunday,11,0.0,1.0
"-37.811676681158545, 144.9591853849827",Sunday,13,1.0,0.0
"-37.81167803138499, 144.9861086304088",Sunday,9,1.0,0.0
"-37.81169298008376, 144.9721732663594",Sunday,13,0.0,1.0
"-37.81170020795702, 144.95919613802207",Sunday,11,0.0,1.0
"-37.81171073121552, 144.96809560903787",Friday,7,0.0,1.0
"-37.811721368889195, 144.9593292078535",Sunday,5,1.0,0.0
"-37.811723924153966, 144.95920697367882",Sunday,12,0.0,1.0
"-37.81172799964973, 144.96803706775827",Wednesday,1,0.0,1.0
"-37.81173195698645, 144.96449260594648",Monday,1,1.0,0.0
"-37.81174679330102, 144.9592174258368",Sunday,13,0.0,1.0
"-37.8117512388985, 144.96442650276526",Monday,1,1.0,0.0
"-37.81176665867656, 144.97136433873743",Sunday,12,0.0,1.0
"-37.81176718988252, 144.9750983743124",Sunday,10,1.0,0.0
"-37.81176902703331, 144.9592275876551",Sunday,13,0.0,1.0
"-37.81177122238094, 144.95233414051393",Tuesday,6,1.0,0.0
"-37.81177445065448, 144.9751651591871",Sunday,12,1.0,0.0
"-37.81177746971768, 144.98319700041418",Wednesday,1,0.0,1.0
"-37.811789398330724, 144.9522699697347",Tuesday,5,0.0,1.0
"-37.81180757378434, 144.95220579835848",Tuesday,4,0.0,1.0
"-37.811808283287085, 144.9712227762285",Saturday,21,0.0,1.0
"-37.81181879391245, 144.95924947268915",Sunday,12,0.0,1.0
"-37.81181927663579, 144.9862708332184",Sunday,7,0.0,1.0
"-37.81182447409775, 144.97563353533332",Sunday,12,1.0,0.0
"-37.81182606177407, 144.97116208822183",Sunday,10,1.0,0.0
"-37.811826472780425, 144.98633595445511",Sunday,7,0.0,1.0
"-37.81182687052367, 144.97171274772504",Sunday,11,1.0,0.0
"-37.81183232424732, 144.97570556872336",Sunday,9,0.0,1.0
"-37.811833927892636, 144.98640344216193",Sunday,7,0.0,1.0
"-37.811839653808505, 144.97577308659592",Sunday,11,0.0,1.0
"-37.81183999625059, 144.98318655263833",Wednesday,9,1.0,0.0
"-37.81184138251615, 144.9864709298841",Sunday,8,0.0,1.0
"-37.811842933414, 144.95926050498542",Sunday,11,0.0,1.0
"-37.811847531083004, 144.9758455826177",Sunday,12,1.0,0.0
"-37.81184883756141, 144.9865384182138",Sunday,12,0.0,1.0
"-37.81185629211796, 144.9866059065343",Sunday,12,0.0,1.0
"-37.8118637466265, 144.98667339430244",Sunday,11,1.0,0.0
"-37.81186643750074, 144.95927124752166",Sunday,13,1.0,0.0
"-37.81187120154709, 144.9867408821104",Sunday,7,0.0,1.0
"-37.811877579625715, 144.9598062312323",Friday,3,1.0,0.0
"-37.811878655988664, 144.98680837047692",Sunday,5,0.0,1.0
"-37.811886110842295, 144.9868758588587",Friday,5,1.0,0.0
"-37.81188777334317, 144.97150377957013",Sunday,13,0.0,1.0
"-37.811890062399186, 144.95928210413547",Sunday,12,0.0,1.0
"-37.81189356519752, 144.98694334668812",Saturday,4,0.0,1.0
"-37.81189716183563, 144.98317706601352",Sunday,12,0.0,1.0
"-37.81189789522004, 144.95973698122117",Friday,4,0.0,1.0
"-37.81190101996481, 144.9870108345574",Sunday,7,0.0,1.0
"-37.81190264930598, 144.97635194669076",Sunday,12,0.0,1.0
"-37.81190422193974, 144.97532416705812",Sunday,13,0.0,1.0
"-37.81190491391057, 144.97144518231443",Sunday,13,1.0,0.0
"-37.81190847425309, 144.98707832298516",Sunday,3,1.0,0.0
"-37.81191028278058, 144.9764222694892",Sunday,13,0.0,1.0
"-37.81191206878382, 144.97539496284242",Sunday,12,0.0,1.0
"-37.81191592850305, 144.98714581142826",Sunday,7,0.0,1.0
"-37.811918144180254, 144.97649484330793",Sunday,12,1.0,0.0
"-37.8119181725674, 144.9596677505574",Friday,2,1.0,0.0
"-37.81191989652001, 144.97546604955306",Sunday,10,0.0,1.0
"-37.811922677837586, 144.97138444602052",Sunday,12,0.0,1.0
"-37.811923383155346, 144.98721329934347",Sunday,3,0.0,1.0
"-37.81192570588726, 144.97656464057454",Sunday,13,0.0,1.0
"-37.811928342607, 144.97554279926936",Sunday,13,0.0,1.0
"-37.81193083731894, 144.98728078724952",Sunday,7,0.0,1.0
"-37.811936376957256, 144.97561571918135",Sunday,11,0.0,1.0
"-37.8119382919043, 144.9873482757386",Sunday,7,0.0,1.0
"-37.81193846853491, 144.95959884908208",Friday,5,1.0,0.0
"-37.81194106470079, 144.97132157812763",Sunday,13,0.0,1.0
"-37.811944023566255, 144.9756849950074",Sunday,10,0.0,1.0
"-37.81194574600096, 144.98741576425527",Sunday,6,0.0,1.0
"-37.811948524327406, 144.98316853256844",Sunday,11,0.0,1.0
"-37.811950188615235, 144.96783344299544",Sunday,13,1.0,0.0
"-37.81195124839182, 144.9630638115199",Sunday,12,1.0,0.0
"-37.81195320004957, 144.98748325221953",Sunday,7,0.0,1.0
"-37.811959451509864, 144.97125871133963",Sunday,13,0.0,1.0
"-37.811960654510244, 144.98755074018692",Sunday,4,0.0,1.0
"-37.811967229294595, 144.97589985283284",Sunday,13,0.0,1.0
"-37.81196810849191, 144.98761822873726",Sunday,4,0.0,1.0
"-37.81196893799029, 144.96300295918434",Sunday,12,1.0,0.0
"-37.81197519369269, 144.9759723369881",Sunday,9,0.0,1.0
"-37.81197556288564, 144.98768571732742",Sunday,7,0.0,1.0
"-37.811979228559224, 144.9711910961634",Sunday,12,0.0,1.0
"-37.8119830047601, 144.97604299004234",Sunday,10,0.0,1.0
"-37.81198301678096, 144.98775320534077",Sunday,4,0.0,1.0
"-37.81198749904655, 144.96293909303688",Sunday,10,1.0,0.0
"-37.811990471088336, 144.9878206933694",Sunday,7,0.0,1.0
"-37.811990634747715, 144.9761126548563",Sunday,12,0.0,1.0
"-37.81199767649973, 144.98788593223867",Sunday,11,0.0,1.0
"-37.81199836214489, 144.97618232857667",Sunday,9,0.0,1.0
"-37.81199943977911, 144.98316007146738",Sunday,11,0.0,1.0
"-37.81200039882707, 144.97111864104644",Sunday,12,0.0,1.0
"-37.812005766805214, 144.97624765405462",Sunday,10,0.0,1.0
"-37.81200605961684, 144.9628752274274",Sunday,13,0.0,1.0
"-37.81201309072601, 144.9763151872953",Sunday,11,0.0,1.0
"-37.8120209373606, 144.97638779664226",Sunday,12,0.0,1.0
"-37.81202477593277, 144.9628107705015",Sunday,13,1.0,0.0
"-37.812024982217096, 144.96348595916987",Sunday,23,1.0,0.0
"-37.812028715072756, 144.9764600950939",Sunday,13,0.0,1.0
"-37.81203096427396, 144.95520652801406",Sunday,12,0.0,1.0
"-37.81203633215699, 144.976530326033",Sunday,12,0.0,1.0
"-37.81204266636885, 144.96342518684446",Monday,1,1.0,0.0
"-37.81204342877943, 144.976595999425",Sunday,12,0.0,1.0
"-37.81204382572085, 144.9627452650395",Sunday,13,0.0,1.0
"-37.812049316634926, 144.95514235277852",Sunday,10,0.0,1.0
"-37.812051247573365, 144.98315146109593",Sunday,11,0.0,1.0
"-37.81205388870055, 144.9676313369007",Tuesday,5,1.0,0.0
"-37.81205745826814, 144.97672234723717",Sunday,12,0.0,1.0
"-37.81206128496535, 144.9633612208833",Monday,1,1.0,0.0
"-37.812063040805526, 144.96267921897072",Sunday,13,0.0,1.0
"-37.81206468602045, 144.96688621264752",Sunday,13,0.0,1.0
"-37.81206501049819, 144.9767890144979",Sunday,13,1.0,0.0
"-37.812067484590926, 144.95507817748899",Sunday,12,1.0,0.0
"-37.81207246933754, 144.97685733187535",Sunday,11,0.0,1.0
"-37.81207934675067, 144.97691974542658",Sunday,10,0.0,1.0
"-37.812079903526126, 144.96329725545985",Monday,1,0.0,1.0
"-37.812085652050754, 144.9550140022447",Sunday,9,0.0,1.0
"-37.8120958583705, 144.9770745964709",Sunday,9,0.0,1.0
"-37.81209852205119, 144.9632332900065",Monday,2,0.0,1.0
"-37.812103502395146, 144.98314277893326",Sunday,11,0.0,1.0
"-37.81210377939409, 144.9625391793404",Sunday,12,0.0,1.0
"-37.81210381810383, 144.95494975893916",Sunday,11,1.0,0.0
"-37.81211109445785, 144.9676573683725",Tuesday,5,0.0,1.0
"-37.81211713962012, 144.9631693239927",Monday,2,1.0,0.0
"-37.812118245456055, 144.97727994272412",Sunday,7,0.0,1.0
"-37.812120495267024, 144.96248157600564",Sunday,10,1.0,0.0
"-37.81212183561699, 144.95488565262986",Sunday,12,1.0,0.0
"-37.81212629805519, 144.97735350898935",Sunday,10,0.0,1.0
"-37.81212940205131, 144.9506509809102",Sunday,22,1.0,0.0
"-37.81213380713007, 144.97742213633714",Sunday,10,0.0,1.0
"-37.81213414640016, 144.97011258637718",Sunday,13,1.0,0.0
"-37.81213575626241, 144.96310535738132",Monday,2,0.0,1.0
"-37.812140156035866, 144.95482142738666",Sunday,12,1.0,0.0
"-37.812140975123214, 144.97748766724575",Sunday,7,0.0,1.0
"-37.81214783966169, 144.95058571399068",Monday,1,0.0,1.0
"-37.81214838990354, 144.9775554474196",Wednesday,23,0.0,1.0
"-37.81215344727243, 144.96304458020973",Monday,0,1.0,0.0
"-37.81215372924373, 144.97004603058315",Tuesday,5,1.0,0.0
"-37.812154855912276, 144.98313424542192",Sunday,8,0.0,1.0
"-37.812155027723215, 144.95940103957327",Monday,2,1.0,0.0
"-37.81215577410835, 144.9776229495718",Sunday,6,0.0,1.0
"-37.812158215706766, 144.95475730293532",Sunday,9,0.0,1.0
"-37.812166585331795, 144.95051937945937",Monday,0,0.0,1.0
"-37.812167247481085, 144.96768291550617",Wednesday,23,1.0,0.0
"-37.812174109350416, 144.9699768645677",Sunday,12,1.0,0.0
"-37.812176491552606, 144.95469308791021",Sunday,11,0.0,1.0
"-37.81217897491937, 144.95941197530533",Wednesday,21,0.0,1.0
"-37.812183699725175, 144.95953624823449",Sunday,13,0.0,1.0
"-37.81219439594773, 144.95042086812788",Sunday,23,1.0,0.0
"-37.8121945706852, 144.95462895258106",Sunday,13,0.0,1.0
"-37.81219478906797, 144.96990656709656",Sunday,13,1.0,0.0
"-37.81220269747047, 144.95942279143043",Monday,3,1.0,0.0
"-37.812207099425834, 144.9831254828146",Sunday,11,0.0,1.0
"-37.81221182156042, 144.9507336003042",Sunday,21,1.0,0.0
"-37.812212826455536, 144.95456474336925",Sunday,11,0.0,1.0
"-37.812215861565896, 144.96983496181392",Sunday,13,1.0,0.0
"-37.812222331870224, 144.96770797627687",Tuesday,4,1.0,0.0
"-37.81222589965874, 144.95943332598375",Monday,3,1.0,0.0
"-37.81222977772828, 144.95955739325586",Thursday,5,0.0,1.0
"-37.812230918695334, 144.95450060155457",Sunday,11,0.0,1.0
"-37.81223741168938, 144.96976176476102",Sunday,12,1.0,0.0
"-37.81223761113791, 144.96630512561",Sunday,13,1.0,0.0
"-37.81224282200642, 144.96796583259675",Sunday,13,1.0,0.0
"-37.8122473661557, 144.9702796616983",Sunday,13,0.0,1.0
"-37.81224916076433, 144.9544364035221",Sunday,13,0.0,1.0
"-37.81225752669195, 144.96623755863152",Sunday,12,1.0,0.0
"-37.81225890892537, 144.9831167659197",Sunday,11,0.0,1.0
"-37.812259359326596, 144.96968722093112",Sunday,13,1.0,0.0
"-37.81226616014763, 144.97021577743828",Sunday,12,0.0,1.0
"-37.81226727791963, 144.95437225149678",Sunday,12,0.0,1.0
"-37.81227457355011, 144.95945563779804",Monday,3,1.0,0.0
"-37.812277350769435, 144.9661698963638",Sunday,11,1.0,0.0
"-37.81227741625465, 144.96773303708386",Tuesday,5,0.0,1.0
"-37.812282774323805, 144.9595816217158",Sunday,9,0.0,1.0
"-37.81228496769381, 144.97015188822263",Sunday,12,1.0,0.0
"-37.81228549676049, 144.95430806306481",Sunday,11,0.0,1.0
"-37.81228599209617, 144.96959670748367",Sunday,11,1.0,0.0
"-37.81229628668516, 144.96799001851605",Sunday,13,0.0,1.0
"-37.812297098046415, 144.96610222702856",Sunday,13,0.0,1.0
"-37.81229716390683, 144.9594658637529",Monday,3,1.0,0.0
"-37.81230363471879, 144.9542439012972",Sunday,11,0.0,1.0
"-37.81230375758987, 144.97008788741155",Wednesday,4,1.0,0.0
"-37.81230450551044, 144.95934507153942",Monday,2,1.0,0.0
"-37.81231071975523, 144.98310827216727",Sunday,10,0.0,1.0
"-37.812311235455965, 144.95843890821476",Saturday,17,0.0,1.0
"-37.81231686828255, 144.96603456946735",Sunday,13,0.0,1.0
"-37.812320463144786, 144.9594764871128",Monday,3,1.0,0.0
"-37.81232257207527, 144.97002413130525",Sunday,5,1.0,0.0
"-37.81233250018402, 144.96775809792723",Tuesday,4,1.0,0.0
"-37.81233666942701, 144.96596692676684",Sunday,13,0.0,1.0
"-37.812337594210845, 144.96173264328155",Sunday,12,1.0,0.0
"-37.81234122638864, 144.95960830235543",Sunday,12,0.0,1.0
"-37.81234132631971, 144.96996016217224",Sunday,12,1.0,0.0
"-37.812343761941314, 144.9594871104785",Monday,0,1.0,0.0
"-37.81234966007979, 144.96801416263457",Sunday,13,0.0,1.0
"-37.812356227078595, 144.96166874435323",Sunday,12,0.0,1.0
"-37.812356529394684, 144.96589926397638",Sunday,12,1.0,0.0
"-37.81236012778967, 144.9698963264026",Sunday,12,1.0,0.0
"-37.81236252909642, 144.98309982823707",Sunday,10,0.0,1.0
"-37.812367060737046, 144.95949773385078",Monday,2,1.0,0.0
"-37.81237112920085, 144.95937491992544",Monday,2,1.0,0.0
"-37.81237334714782, 144.94104656813326",Sunday,10,0.0,1.0
"-37.81237480662105, 144.96160464385943",Sunday,11,1.0,0.0
"-37.81237645677143, 144.9658316438358",Sunday,13,1.0,0.0
"-37.812378921136535, 144.9698324373617",Sunday,8,1.0,0.0
"-37.812385466383475, 144.96778219516835",Wednesday,23,1.0,0.0
"-37.81239344572087, 144.96154071854704",Sunday,13,0.0,1.0
"-37.81239638600776, 144.96576403255543",Sunday,13,0.0,1.0
"-37.81239771442812, 144.96976854770918",Sunday,13,0.0,1.0
"-37.812398460108454, 144.94098060138185",Sunday,13,0.0,1.0
"-37.81240305617494, 144.96803830679937",Sunday,13,1.0,0.0
"-37.812412062212346, 144.96147680005419",Sunday,13,0.0,1.0
"-37.81241434251265, 144.98309129257075",Sunday,8,0.0,1.0
"-37.81241492953408, 144.95951955900733",Thursday,21,0.0,1.0
